id,aircraft,flight_date,damage,airline,state,phase_of_flight,reported_date,bird_size,cost,feet_above_ground
2,Airplane,2000-01-01,No damage,CONTINENTAL AIRLINES,New Jersey,Take-off run,,Medium,0,0
3,Airplane,2000-01-01,No damage,UNITED AIRLINES,,,,Medium,0,
4,Airplane,2000-01-01,No damage,UNITED AIRLINES,Colorado,Climb,,Medium,0,
5,Airplane,2000-01-01,No damage,UNITED AIRLINES,Illinois,Approach,,Medium,0,
7,Airplane,2000-01-01,Caused damage,US CUSTOMS AND BORDER PROTECTION,Florida,En Route,,Large,0,1000
8,Airplane,2000-01-01,No damage,AMERICAN AIRLINES,,Take-off run,2000-01-01,Small,0,0
9,Airplane,2000-01-02,No damage,BUSINESS,Ohio,Landing Roll,,Small,0,0
10,Airplane,2000-01-02,No damage,BUSINESS,Florida,Approach,,Medium,0,2000
11,Airplane,2000-01-02,No damage,UNITED AIRLINES,California,Take-off run,,Small,0,0
12,Airplane,2000-01-02,No damage,DELTA AIR LINES,Utah,Landing Roll,2000-01-02,Small,0,0
14,Airplane,2000-01-02,Caused damage,BUSINESS,Florida,Approach,2000-01-06,Medium,120273,200
15,Airplane,2000-01-02,No damage,TRANS WORLD AIRLINES,Missouri,Approach,2000-02-06,Large,0,350
16,Airplane,2000-01-03,No damage,US AIRWAYS*,Tennessee,Climb,,Small,0,800
17,Airplane,2000-01-03,No damage,SOUTHWEST AIRLINES,Texas,Climb,,Medium,0,
18,Airplane,2000-01-03,Caused damage,DELTA AIR LINES,Utah,Approach,,Small,0,
19,Airplane,2000-01-03,No damage,COMAIR AIRLINES,Florida,Landing Roll,2000-01-03,,0,0
20,Airplane,2000-01-03,No damage,BUSINESS,Rhode Island,Approach,2000-01-03,,0,500
21,Airplane,2000-01-03,Caused damage,AIRTRAN AIRWAYS,Georgia,Climb,2000-01-03,Medium,0,1800
22,Airplane,2000-01-04,No damage,SOUTHWEST AIRLINES,Maryland,Climb,,Medium,0,50
23,Airplane,2000-01-04,No damage,AMERICAN AIRLINES,California,Climb,,Large,26727,100
24,Airplane,2000-01-04,No damage,SOUTHWEST AIRLINES,Texas,Approach,,Medium,0,1400
25,Airplane,2000-01-04,No damage,UNITED AIRLINES,,,,Medium,0,
26,Airplane,2000-01-04,No damage,BUSINESS,New Jersey,Climb,2000-01-04,Large,0,50
27,Airplane,2000-01-04,No damage,CONTINENTAL AIRLINES,Louisiana,Approach,2000-01-04,Small,0,100
28,Helicopter,2000-01-04,No damage,PHI INC,,Approach,2000-01-04,,0,100
30,Airplane,2000-01-05,No damage,CAPE AIR,Puerto Rico,Landing Roll,,,0,0
31,Airplane,2000-01-05,No damage,NORTHWEST AIRLINES,California,Take-off run,,Medium,0,0
32,Airplane,2000-01-05,No damage,MESA AIRLINES,Connecticut,Take-off run,,,0,0
33,Airplane,2000-01-05,No damage,DELTA AIR LINES,Ohio,Take-off run,2000-01-05,Medium,0,0
34,Airplane,2000-01-05,Caused damage,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Take-off run,2000-01-05,Large,0,0
36,Airplane,2000-01-06,No damage,EL AL,New York,Take-off run,,Small,0,0
37,Airplane,2000-01-06,No damage,HAWAIIAN AIR,,,,Medium,0,
38,Airplane,2000-01-06,No damage,SOUTHWEST AIRLINES,Missouri,Landing Roll,,Small,0,0
39,Airplane,2000-01-06,No damage,AIRTRAN AIRWAYS,Georgia,Take-off run,2000-01-06,Small,0,0
40,Airplane,2000-01-06,No damage,AMERICA WEST AIRLINES,California,Approach,2000-01-06,Small,0,
41,Airplane,2000-01-07,No damage,AIRTOURS INTL,Florida,Landing Roll,,Small,0,0
42,Airplane,2000-01-07,No damage,DELTA AIR LINES,Florida,Landing Roll,,Medium,0,0
44,Airplane,2000-01-07,No damage,DELTA AIR LINES,New York,Climb,2000-01-09,Small,0,100
46,Airplane,2000-01-08,No damage,AMERICAN AIRLINES,New York,Take-off run,,Small,0,0
47,Airplane,2000-01-08,No damage,TRANS WORLD AIRLINES,New York,Take-off run,,Small,0,0
48,Airplane,2000-01-08,No damage,MESABA AIRLINES,Michigan,Approach,,Small,0,200
49,Airplane,2000-01-08,No damage,NORTHWEST AIRLINES,Wisconsin,Approach,,Medium,0,50
50,Airplane,2000-01-08,No damage,UNITED AIRLINES,California,Take-off run,,Medium,0,0
51,Airplane,2000-01-08,No damage,HORIZON AIR,Oregon,Approach,,Medium,0,300
52,Airplane,2000-01-08,No damage,UNITED AIRLINES,,,,Medium,0,
53,Airplane,2000-01-08,Caused damage,PRIVATELY OWNED,Colorado,Landing Roll,,Large,66544,0
54,Airplane,2000-01-08,No damage,AMERICAN AIRLINES,Texas,Landing Roll,2000-01-08,Medium,0,0
55,Airplane,2000-01-08,No damage,AMERICA WEST AIRLINES,California,Approach,2000-01-08,Small,0,200
56,Airplane,2000-01-08,No damage,AMERICAN EAGLE AIRLINES,Florida,Climb,2000-01-08,Large,0,800
57,Airplane,2000-01-08,No damage,TRANS STATES AIRLINES,Missouri,Approach,2000-01-08,Small,0,100
59,Airplane,2000-01-09,No damage,NORTHWEST AIRLINES,Texas,Landing Roll,,Medium,0,0
60,Airplane,2000-01-09,No damage,UNITED AIRLINES,Utah,Take-off run,,Medium,0,0
61,Airplane,2000-01-09,No damage,DELTA AIR LINES,Tennessee,Climb,,,0,800
62,Airplane,2000-01-09,No damage,DELTA AIR LINES,,,,Medium,0,
63,Airplane,2000-01-09,No damage,UNITED AIRLINES,,,,Medium,0,
64,Airplane,2000-01-09,Caused damage,BUSINESS,California,Approach,,,0,500
65,Airplane,2000-01-09,Caused damage,BUSINESS,Indiana,Take-off run,,Large,0,0
66,Airplane,2000-01-09,No damage,ALLEGHENYAIRLINES,Maryland,Climb,2000-01-09,Medium,0,5
67,Airplane,2000-01-09,No damage,AMERICAN EAGLE AIRLINES,Nevada,Approach,2000-01-10,Small,0,700
68,Airplane,2000-01-10,No damage,AMERICAN AIRLINES,New York,Landing Roll,,Medium,0,0
69,Airplane,2000-01-10,No damage,HORIZON AIR,Oregon,Landing Roll,,Medium,0,0
70,Airplane,2000-01-10,No damage,PSA AIRLINES,Maine,Landing Roll,,,0,0
71,Airplane,2000-01-10,No damage,UNITED AIRLINES,,,,Medium,0,
73,Airplane,2000-01-10,Caused damage,UNITED AIRLINES,,,,Medium,0,
74,Airplane,2000-01-10,No damage,BUSINESS,Ohio,Climb,2000-01-10,,0,
75,Airplane,2000-01-10,No damage,PIEDMONT AIRLINES,North Carolina,Climb,2000-01-11,,0,200
77,Airplane,2000-01-11,No damage,BUSINESS,Florida,Approach,,Large,0,5
78,Airplane,2000-01-11,No damage,NORTHWEST AIRLINES,Tennessee,Take-off run,,Medium,0,0
79,Airplane,2000-01-11,No damage,UNITED AIRLINES,New York,Approach,,Medium,0,150
80,Airplane,2000-01-11,No damage,UNITED AIRLINES,California,Approach,,Medium,0,
82,Airplane,2000-01-11,Caused damage,BUSINESS,California,Landing Roll,,,0,0
83,Airplane,2000-01-11,Caused damage,UNITED AIRLINES,,,,Medium,0,
84,Airplane,2000-01-11,Caused damage,UNITED AIRLINES,DC,Approach,,Medium,0,
85,Airplane,2000-01-11,No damage,TRANS WORLD AIRLINES,Ohio,Landing Roll,2000-01-11,Medium,0,0
86,Airplane,2000-01-11,No damage,BUSINESS,Connecticut,Climb,2000-01-11,,0,30
89,Airplane,2000-01-12,No damage,BUSINESS,Michigan,Take-off run,,Medium,0,0
90,Airplane,2000-01-12,No damage,DELTA AIR LINES,New York,Landing Roll,,,0,0
91,Airplane,2000-01-12,No damage,UNITED AIRLINES,DC,Landing Roll,,Medium,0,0
92,Airplane,2000-01-12,No damage,FEDEX EXPRESS,Tennessee,Landing Roll,,Medium,0,0
93,Airplane,2000-01-12,No damage,HAWAIIAN AIR,Hawaii,Landing Roll,,,0,0
94,Airplane,2000-01-12,No damage,UNITED AIRLINES,,,,Medium,0,
95,Airplane,2000-01-12,No damage,BUSINESS,California,Approach,,,0,
96,Airplane,2000-01-12,Caused damage,GOVERNMENT,Florida,Approach,,Medium,0,600
97,Airplane,2000-01-12,Caused damage,BUSINESS,South Carolina,Approach,,Medium,0,1300
98,Airplane,2000-01-12,No damage,AMERICAN EAGLE AIRLINES,Texas,Approach,2000-01-13,,0,5
99,Airplane,2000-01-12,Caused damage,FEDEX EXPRESS,California,Approach,2000-01-19,Medium,668,
100,Airplane,2000-01-12,Caused damage,WESTAIR,California,Approach,2003-02-17,,0,500
101,Airplane,2000-01-13,No damage,AMERICAN AIRLINES,,Climb,,,0,12
102,Airplane,2000-01-13,No damage,UNKNOWN,Massachusetts,Take-off run,,,0,0
103,Airplane,2000-01-13,No damage,NORTHWEST AIRLINES,Alaska,Climb,,Medium,0,21000
104,Airplane,2000-01-13,No damage,UNITED AIRLINES,,Take-off run,,Medium,0,0
105,Airplane,2000-01-13,No damage,UNITED AIRLINES,Colorado,Approach,,Medium,0,
106,Airplane,2000-01-13,Caused damage,BUSINESS,Mississippi,Approach,,Medium,9488,1000
107,Airplane,2000-01-13,No damage,BUSINESS,Florida,Approach,2000-01-14,Small,0,3
108,Airplane,2000-01-13,No damage,BUSINESS,New Jersey,Approach,2000-01-18,,1336,500
109,Airplane,2000-01-13,No damage,MILITARY,Arizona,Climb,2001-02-26,Medium,0,7000
110,Airplane,2000-01-14,No damage,BUSINESS,Arizona,Climb,,,0,500
111,Airplane,2000-01-14,No damage,UNITED AIRLINES,Colorado,Climb,,Medium,0,250
112,Airplane,2000-01-14,No damage,FEDEX EXPRESS,Connecticut,Climb,,,0,50
113,Airplane,2000-01-14,No damage,AMERICAN EAGLE AIRLINES,North Carolina,Approach,2000-01-14,Small,0,10
115,Helicopter,2000-01-14,Caused damage,BUSINESS,California,Approach,2000-01-15,,1438,800
117,Airplane,2000-01-15,No damage,NORTHWEST AIRLINES,Florida,Take-off run,,Medium,0,0
118,Airplane,2000-01-15,No damage,UNITED AIRLINES,,Take-off run,,Medium,0,0
119,Airplane,2000-01-15,No damage,ATLANTIC COAST AIRLINES,New York,Landing Roll,,Small,0,0
120,Airplane,2000-01-15,No damage,UNITED AIRLINES,California,Approach,,Medium,0,
122,Airplane,2000-01-15,Caused damage,PRIVATELY OWNED,California,Landing Roll,2000-01-15,Large,16705,0
123,Airplane,2000-01-16,No damage,US AIRWAYS*,Florida,Climb,2000-01-16,Medium,0,40
124,Airplane,2000-01-17,No damage,PRIVATELY OWNED,California,Approach,,,0,1000
125,Airplane,2000-01-17,No damage,HORIZON AIR,Oregon,Take-off run,,Large,0,0
126,Airplane,2000-01-17,No damage,UNITED AIRLINES,DC,Descent,,Medium,0,
127,Airplane,2000-01-17,No damage,BUSINESS,Florida,Climb,2000-01-17,Medium,0,2000
128,Airplane,2000-01-17,No damage,ATLANTIC COAST AIRLINES,Alabama,Take-off run,2000-01-17,Small,0,0
129,Airplane,2000-01-17,No damage,AIRTRAN AIRWAYS,Florida,Approach,2000-01-17,Small,0,10
130,Airplane,2000-01-17,No damage,AMERICAN AIRLINES,California,Climb,2000-01-17,Small,0,2000
132,Airplane,2000-01-17,Caused damage,AMERICA WEST AIRLINES,California,Approach,2000-01-28,Small,0,
133,Airplane,2000-01-18,No damage,POLAR AIR CARGO,California,Approach,,Medium,0,
134,Airplane,2000-01-18,No damage,DELTA AIR LINES,Louisiana,Approach,,Medium,0,
136,Airplane,2000-01-18,No damage,HORIZON AIR,Washington,Approach,2000-01-19,,0,100
137,Airplane,2000-01-18,No damage,MILITARY,Alabama,Approach,2001-01-29,Medium,0,2000
138,Airplane,2000-01-18,No damage,MILITARY,California,Take-off run,2002-01-16,Small,0,0
139,Airplane,2000-01-19,No damage,NORTHWEST AIRLINES,Minnesota,Approach,,Medium,0,200
140,Airplane,2000-01-19,No damage,NORTHWEST AIRLINES,Texas,Landing Roll,,Medium,0,0
141,Airplane,2000-01-19,No damage,SKYWEST AIRLINES,California,Landing Roll,,Small,0,0
142,Airplane,2000-01-19,No damage,UNITED AIRLINES,,,,Medium,0,
143,Airplane,2000-01-19,No damage,UNITED AIRLINES,,,,Medium,0,
144,Airplane,2000-01-19,No damage,BUSINESS,Connecticut,Climb,2000-01-19,Medium,0,100
145,Airplane,2000-01-19,Caused damage,UPS AIRLINES,Texas,Climb,2000-01-20,,0,20
146,Airplane,2000-01-19,Caused damage,FEDEX EXPRESS,Tennessee,Approach,2000-01-20,Medium,668,
148,Airplane,2000-01-20,No damage,SOUTHWEST AIRLINES,Oregon,Landing Roll,,,0,0
149,Airplane,2000-01-20,No damage,UNITED AIRLINES,,,,Medium,0,
150,Airplane,2000-01-20,No damage,UNITED AIRLINES,,Climb,,Small,0,
151,Airplane,2000-01-20,Caused damage,BUSINESS,Virginia,Take-off run,,Medium,112255,0
152,Airplane,2000-01-20,Caused damage,AMERICAN AIRLINES,Illinois,Approach,,Large,0,1700
153,Airplane,2000-01-20,Caused damage,UNITED AIRLINES,,,,Medium,0,
154,Airplane,2000-01-20,No damage,HORIZON AIR,Oregon,Approach,2000-01-21,,0,300
155,Airplane,2000-01-20,Caused damage,BUSINESS,California,Landing Roll,2000-01-29,Large,66818,0
156,Airplane,2000-01-21,No damage,DELTA AIR LINES,New Jersey,Landing Roll,,Small,0,0
157,Airplane,2000-01-21,No damage,SOUTHWEST AIRLINES,California,Approach,,Medium,0,
158,Airplane,2000-01-21,Caused damage,EMPIRE AIRLINES,Washington,Climb,2000-01-21,Medium,134,400
159,Airplane,2000-01-21,Caused damage,AMERICA WEST AIRLINES,Arizona,Approach,2000-01-21,Small,0,300
160,Airplane,2000-01-22,No damage,UNITED AIRLINES,,,,Small,0,200
161,Airplane,2000-01-22,No damage,DELTA AIR LINES,New Jersey,,,Small,0,
163,Airplane,2000-01-22,Caused damage,AIR TRANSPORT INTL,,,,Medium,0,
164,Airplane,2000-01-22,No damage,PRIVATELY OWNED,Alaska,Approach,2000-01-22,Small,0,50
165,Airplane,2000-01-23,No damage,DELTA AIR LINES,Texas,Landing Roll,,Medium,0,0
166,Airplane,2000-01-23,No damage,DELTA AIR LINES,New York,Landing Roll,,Medium,0,0
168,Airplane,2000-01-24,No damage,UNITED AIRLINES,,,,Medium,0,
169,Airplane,2000-01-24,Caused damage,AMERICAN EAGLE AIRLINES,Oklahoma,Landing Roll,,,0,0
170,Airplane,2000-01-24,No damage,AMERICAN AIRLINES,Texas,Climb,2000-01-24,,0,500
171,Airplane,2000-01-24,No damage,UNITED AIRLINES,,,2003-02-03,Medium,0,
172,Airplane,2000-01-25,Caused damage,AMERICA WEST AIRLINES,California,Climb,,Medium,80182,1000
173,Airplane,2000-01-25,Caused damage,MILITARY,Florida,Climb,2000-04-03,Large,32827,400
174,Airplane,2000-01-26,No damage,DELTA AIR LINES,Massachusetts,Approach,,,0,350
175,Airplane,2000-01-26,No damage,EXECUTIVE JET AVIATION,Texas,Approach,,Small,0,50
176,Airplane,2000-01-26,No damage,UNKNOWN,Arizona,Approach,,Medium,0,20
177,Airplane,2000-01-26,No damage,DELTA AIR LINES,Texas,Approach,,Small,0,100
178,Airplane,2000-01-26,No damage,UNITED AIRLINES,,,,Small,0,
180,Airplane,2000-01-26,Caused damage,AMERICAN AIRLINES,New Jersey,Take-off run,,Medium,0,0
181,Airplane,2000-01-26,Caused damage,UNITED AIRLINES,Oregon,Climb,,Medium,0,
182,Airplane,2000-01-26,Caused damage,ALASKA AIRLINES,California,Approach,2000-01-26,Medium,2005,100
183,Airplane,2000-01-27,No damage,US AIRWAYS*,Tennessee,Approach,,,0,200
184,Airplane,2000-01-27,No damage,UNITED AIRLINES,Colorado,Landing Roll,,Medium,0,0
185,Airplane,2000-01-27,No damage,FEDEX EXPRESS,California,Approach,,,0,200
186,Airplane,2000-01-27,No damage,COMMUTAIR,New York,Landing Roll,,Large,0,0
187,Airplane,2000-01-27,No damage,UNITED AIRLINES,Colorado,Approach,,Medium,0,
188,Airplane,2000-01-27,No damage,HORIZON AIR,Washington,Approach,,Medium,0,
189,Airplane,2000-01-27,Caused damage,BUSINESS,Florida,Climb,,,0,550
190,Airplane,2000-01-27,Caused damage,TRANS WORLD AIRLINES,Colorado,Climb,,Large,0,800
192,Airplane,2000-01-27,Caused damage,SOUTHWEST AIRLINES,Kentucky,Approach,,Medium,0,
193,Airplane,2000-01-27,No damage,AMERICAN AIRLINES,,Approach,2000-01-28,Small,0,200
194,Airplane,2000-01-27,Caused damage,CONTINENTAL AIRLINES,,,2001-12-31,Medium,0,
195,Airplane,2000-01-27,No damage,US AIRWAYS*,,,2002-12-05,Medium,0,
196,Airplane,2000-01-28,No damage,UNITED AIRLINES,,,,Medium,0,
197,Airplane,2000-01-28,No damage,UNITED AIRLINES,Texas,Approach,,Medium,0,
198,Airplane,2000-01-28,No damage,UNITED AIRLINES,California,Approach,,Medium,0,
199,Airplane,2000-01-28,No damage,UNITED AIRLINES,,,,Medium,0,
200,Airplane,2000-01-28,No damage,SOUTHWEST AIRLINES,Oklahoma,Take-off run,2000-01-28,Medium,0,0
201,Airplane,2000-01-28,No damage,MILITARY,Alabama,Take-off run,2000-12-11,Medium,0,0
202,Airplane,2000-01-29,No damage,PRIVATELY OWNED,Alaska,Climb,,Small,0,300
203,Airplane,2000-01-29,No damage,UNITED AIRLINES,,,,Medium,0,
204,Airplane,2000-01-29,No damage,BUSINESS,Kansas,Approach,2000-01-29,,0,150
206,Airplane,2000-01-30,No damage,BUSINESS,Connecticut,Landing Roll,,Small,0,0
207,Airplane,2000-01-30,No damage,EXECUTIVE JET AVIATION,Missouri,Approach,,Small,0,1800
208,Airplane,2000-01-30,No damage,MESABA AIRLINES,Michigan,,,Small,0,
209,Airplane,2000-01-30,No damage,NORTHWEST AIRLINES,Tennessee,Climb,,,0,50
210,Airplane,2000-01-30,No damage,NORTHWEST AIRLINES,Tennessee,Climb,,Medium,0,
211,Airplane,2000-01-30,No damage,AMERICA WEST AIRLINES,California,Approach,2000-01-30,Large,0,200
212,Airplane,2000-01-30,No damage,US AIRWAYS*,Rhode Island,Approach,2000-01-30,Small,0,50
213,Airplane,2000-01-31,No damage,EXECUTIVE JET AVIATION,California,Climb,,Small,148178,300
214,Airplane,2000-01-31,No damage,UNITED AIRLINES,,Take-off run,,Small,0,0
215,Airplane,2000-01-31,No damage,NORTHWEST AIRLINES,Ohio,Approach,,Small,0,200
216,Airplane,2000-01-31,Caused damage,AMERICAN AIRLINES,,Climb,,Medium,0,10
217,Airplane,2000-01-31,Caused damage,HORIZON AIR,California,Climb,2000-01-31,Medium,0,1500
218,Airplane,2000-02-01,No damage,TRANS WORLD AIRLINES,Missouri,Approach,,Large,0,500
219,Airplane,2000-02-01,No damage,UNITED AIRLINES,Colorado,Climb,,Medium,0,500
221,Airplane,2000-02-01,No damage,UNITED AIRLINES,,,,Medium,0,
223,Airplane,2000-02-02,No damage,US AIRWAYS*,New York,Approach,,,0,100
224,Airplane,2000-02-02,Caused damage,SOUTHWEST AIRLINES,California,Approach,,Medium,1336,3000
225,Airplane,2000-02-02,No damage,US AIRWAYS*,Florida,Landing Roll,2000-02-02,,0,0
227,Airplane,2000-02-02,No damage,MILITARY,Massachusetts,Landing Roll,2000-12-11,Large,0,0
228,Airplane,2000-02-03,No damage,AMERICAN AIRLINES,California,Approach,,Medium,0,70
229,Airplane,2000-02-03,No damage,GREAT LAKES AIRLINES,Illinois,Landing Roll,,Small,0,0
230,Airplane,2000-02-03,No damage,PRIVATELY OWNED,California,Approach,,Small,0,400
231,Airplane,2000-02-03,No damage,FEDEX EXPRESS,California,En Route,2000-02-03,Small,0,700
232,Airplane,2000-02-03,Caused damage,BUSINESS,Arizona,Climb,2000-02-04,Medium,33275,200
233,Airplane,2000-02-03,Caused damage,BUSINESS,California,Climb,2000-02-08,,72164,800
234,Airplane,2000-02-04,No damage,SKYWEST AIRLINES,California,Take-off run,,Large,0,0
235,Airplane,2000-02-04,No damage,BUSINESS,Florida,En Route,,Small,0,800
236,Airplane,2000-02-04,No damage,AMERICAN AIRLINES,California,Climb,,Small,0,50
237,Airplane,2000-02-04,No damage,UNITED AIRLINES,,,,Medium,0,
238,Airplane,2000-02-04,No damage,UNITED AIRLINES,,,,Medium,0,
239,Airplane,2000-02-04,No damage,DELTA AIR LINES,Pennsylvania,Approach,2000-02-04,Small,0,
240,Airplane,2000-02-04,No damage,SOUTHWEST AIRLINES,Tennessee,Approach,2000-02-04,,0,100
241,Airplane,2000-02-05,No damage,AMERICA WEST AIRLINES,Arizona,Climb,,Small,0,300
242,Airplane,2000-02-05,No damage,TRANS WORLD AIRLINES,California,Approach,,Medium,0,500
243,Airplane,2000-02-05,No damage,UNITED AIRLINES,California,Landing Roll,,Medium,0,0
244,Airplane,2000-02-05,No damage,UNITED AIRLINES,,,,Medium,0,
245,Airplane,2000-02-05,No damage,US AIRWAYS*,North Carolina,Landing Roll,2000-02-05,Medium,0,0
246,Airplane,2000-02-05,No damage,AMERICAN AIRLINES,Texas,Approach,2000-02-05,Small,0,5
247,Airplane,2000-02-05,No damage,AMERICAN AIRLINES,,Climb,2000-02-05,Small,0,100
248,Airplane,2000-02-05,No damage,SOUTHWEST AIRLINES,Florida,Climb,2000-02-07,Medium,0,7000
249,Airplane,2000-02-05,No damage,MILITARY,Vermont,Climb,2000-05-25,Medium,0,50
250,Airplane,2000-02-06,No damage,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,,,0,700
251,Airplane,2000-02-06,No damage,AMERICA WEST AIRLINES,Ohio,Approach,,Small,0,10
255,Airplane,2000-02-06,No damage,MILITARY,Arkansas,Approach,2001-07-16,Small,0,200
256,Airplane,2000-02-07,No damage,DELTA AIR LINES,California,Approach,,,0,150
257,Airplane,2000-02-07,No damage,UNITED AIRLINES,Arizona,Take-off run,,Medium,0,0
258,Airplane,2000-02-07,No damage,UNITED AIRLINES,,Take-off run,,Small,0,0
259,Airplane,2000-02-07,No damage,AIR CANADA,New York,Approach,,Medium,0,
261,Airplane,2000-02-07,Caused damage,FEDEX EXPRESS,,Climb,,Small,4101844,250
264,Airplane,2000-02-07,No damage,AMERICAN EAGLE AIRLINES,Puerto Rico,Climb,2000-05-01,Medium,0,400
265,Airplane,2000-02-07,No damage,MILITARY,Colorado,,2002-01-16,Small,0,
266,Airplane,2000-02-08,No damage,SOUTHWEST AIRLINES,Texas,Climb,,Medium,0,150
267,Airplane,2000-02-08,No damage,EXPRESSJET (CONTINENTAL EXPRS),New Hampshire,Landing Roll,,Small,0,0
268,Airplane,2000-02-08,No damage,ALOHA AIRLINES,Hawaii,Landing Roll,,Small,0,0
269,Airplane,2000-02-08,No damage,AMERICAN EAGLE AIRLINES,Texas,Climb,,Medium,0,4000
270,Airplane,2000-02-08,No damage,UNITED AIRLINES,,,,Medium,0,
271,Airplane,2000-02-08,No damage,BUSINESS,Washington,Climb,,Medium,0,
272,Airplane,2000-02-08,Caused damage,SOUTHWEST AIRLINES,California,Climb,,,0,400
273,Airplane,2000-02-08,No damage,DELTA AIR LINES,Florida,Climb,2000-02-08,Medium,0,300
275,Airplane,2000-02-08,No damage,MILITARY,Texas,Climb,2000-12-11,Medium,0,1500
276,Airplane,2000-02-08,No damage,MILITARY,Indiana,,2002-01-15,Small,0,
277,Airplane,2000-02-09,No damage,TRANS WORLD AIRLINES,Illinois,Approach,,,0,400
278,Airplane,2000-02-09,No damage,SOUTHWEST AIRLINES,Tennessee,Approach,,Small,0,100
279,Airplane,2000-02-09,No damage,FEDEX EXPRESS,Tennessee,Approach,,Small,0,500
280,Airplane,2000-02-09,No damage,BUSINESS,California,Approach,,Small,0,10
281,Airplane,2000-02-09,No damage,DELTA AIR LINES,Tennessee,Climb,,,0,1500
282,Airplane,2000-02-09,No damage,UNITED AIRLINES,New York,Approach,,Medium,0,
284,Airplane,2000-02-09,No damage,DELTA AIR LINES,Georgia,Approach,2000-02-09,,0,10
285,Airplane,2000-02-09,No damage,US AIRWAYS*,Pennsylvania,Approach,2000-02-09,,0,38
286,Airplane,2000-02-09,No damage,COMAIR AIRLINES,Kentucky,Climb,2000-02-09,Medium,0,30
287,Airplane,2000-02-10,Caused damage,ALOHA AIRLINES,Hawaii,Take-off run,,Medium,0,0
288,Airplane,2000-02-10,No damage,AIR TRANSAT,Florida,Climb,2000-02-10,Small,0,20
289,Airplane,2000-02-10,Caused damage,MILITARY,Texas,Approach,2000-04-12,Small,29424,2081
290,Airplane,2000-02-10,No damage,MILITARY,Mississippi,Take-off run,2001-02-01,Medium,0,0
291,Airplane,2000-02-11,No damage,HAWAIIAN AIR,Hawaii,Take-off run,,Small,0,0
294,Airplane,2000-02-11,No damage,DELTA AIR LINES,DC,Climb,2000-02-11,,0,1000
295,Airplane,2000-02-11,Caused damage,AMERICAN AIRLINES,Texas,Climb,2000-02-12,Large,0,800
297,Airplane,2000-02-12,No damage,WESTAIR,California,Taxi,,Medium,0,0
298,Airplane,2000-02-12,Caused damage,UNITED AIRLINES,Hawaii,Landing Roll,,Medium,0,0
299,Airplane,2000-02-12,Caused damage,BRITISH AIRWAYS,New York,Climb,,Medium,0,2500
300,Airplane,2000-02-12,No damage,COMAIR AIRLINES,Florida,Approach,2000-02-12,Medium,0,300
301,Airplane,2000-02-12,No damage,US AIRWAYS*,Maryland,Take-off run,2000-02-12,Medium,0,0
302,Airplane,2000-02-12,No damage,AMERICA WEST AIRLINES,Arizona,Landing Roll,2000-02-12,Small,0,0
303,Airplane,2000-02-12,No damage,US AIRWAYS*,Tennessee,Climb,2000-02-12,Small,0,100
304,Airplane,2000-02-12,Caused damage,BUSINESS,Louisiana,En Route,2000-02-12,Large,5545,2000
305,Airplane,2000-02-13,No damage,UNITED AIRLINES,,,,Medium,0,
306,Airplane,2000-02-13,No damage,UNITED AIRLINES,,Approach,,Medium,0,
308,Airplane,2000-02-13,No damage,AMERICAN AIRLINES,Texas,Climb,2000-02-13,Medium,0,200
309,Airplane,2000-02-13,No damage,AMERICAN EAGLE AIRLINES,Oklahoma,Approach,2000-02-13,Small,0,10
310,Airplane,2000-02-13,No damage,AMERICAN AIRLINES,Nebraska,Landing Roll,2000-02-13,Small,0,0
311,Airplane,2000-02-13,Caused damage,BUSINESS,Florida,Approach,2000-02-14,,21,200
312,Airplane,2000-02-14,No damage,US AIRWAYS*,Pennsylvania,Climb,,Small,0,100
313,Airplane,2000-02-14,No damage,SOUTHWEST AIRLINES,California,Climb,,Large,0,400
314,Airplane,2000-02-14,No damage,UNITED AIRLINES,Puerto Rico,Take-off run,,Small,0,0
316,Airplane,2000-02-14,Caused damage,UNITED AIRLINES,California,Landing Roll,,Small,0,0
317,Airplane,2000-02-14,No damage,AMERICAN EAGLE AIRLINES,Louisiana,Take-off run,2000-02-14,,0,0
318,Airplane,2000-02-14,No damage,MILITARY,Arizona,Landing Roll,2001-02-26,Medium,0,0
319,Airplane,2000-02-15,No damage,US AIRWAYS*,Florida,Take-off run,,Medium,0,0
320,Airplane,2000-02-15,No damage,UNITED AIRLINES,Colorado,Landing Roll,,Medium,0,0
321,Airplane,2000-02-15,No damage,NORTHWEST AIRLINES,,,,Medium,0,
322,Airplane,2000-02-15,No damage,UNITED AIRLINES,,,,Medium,0,
323,Airplane,2000-02-15,No damage,UNITED AIRLINES,,,,Medium,0,
324,Airplane,2000-02-15,No damage,US AIRWAYS*,DC,Landing Roll,2000-02-15,Medium,0,0
326,Airplane,2000-02-15,Caused damage,AMERICAN AIRLINES,Texas,Approach,2000-02-15,,0,200
327,Airplane,2000-02-15,No damage,MILITARY,Texas,Approach,2002-02-13,Medium,0,10
328,Airplane,2000-02-16,No damage,BUSINESS,Washington,Approach,,Medium,0,34
329,Airplane,2000-02-16,No damage,UNITED AIRLINES,,Take-off run,,Small,0,0
332,Airplane,2000-02-16,Caused damage,PRIVATELY OWNED,California,Climb,,Large,0,3
